survived,age,sibsp,parch,fare,adult_male,alone,familysize,isalone,hascabin,pclass_2,pclass_3,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes,agegroup_teen,agegroup_youngadult,agegroup_adult,agegroup_senior
1,0.5329849243576932,0.48400949940768595,-0.49715690120713385,2.144940780409398,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
0,2.620277708230537,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,-0.11479559477525843,0.48400949940768595,-0.49715690120713385,0.9104528166437761,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.8928629905426663,0.48400949940768595,-0.49715690120713385,0.33165733168371664,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,-0.6186248874342207,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.8345517271452046,1.498617647898664,-0.49715690120713385,-0.3205973811062002,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
1,-1.122454180093183,0.48400949940768595,-0.49715690120713385,-0.4502483524429088,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,0.748911764068677,0.48400949940768595,-0.49715690120713385,-0.4841406583572013,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-0.18677120801225305,0.48400949940768595,-0.49715690120713385,-0.2630454946835604,False,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,-1.914185925700124,0.48400949940768595,1.894076292329019,0.13174509900603532,False,False,1.3591834827100278,-1.1487065017744675,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,-0.76257611390821,-0.5305986490832921,-0.49715690120713385,-0.5147544251416175,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,0.48400949940768595,-0.49715690120713385,-0.3685572864583999,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,-0.4026980477232369,1.498617647898664,-0.49715690120713385,-0.2500157475974748,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-0.8345517271452046,0.48400949940768595,-0.49715690120713385,-0.32443417353437615,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
0,-1.6262834727521454,3.52783394488062,0.6984596955609427,0.09545479782413278,False,False,2.677995178804906,-1.1487065017744675,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,-0.6186248874342207,-0.5305986490832921,-0.49715690120713385,-0.5162737949431752,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,1.3966922832016286,0.48400949940768595,-0.49715690120713385,0.806061368257964,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
1,-0.04281998153826381,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,False,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,2.5483020949935424,-0.5305986490832921,0.6984596955609427,0.5230979266799853,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,0.015121956359198187,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,-0.6186248874342207,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.07880778815676112,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,-1.7702346992261346,0.48400949940768595,1.894076292329019,-0.1335537502326211,False,False,1.3591834827100278,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,-1.338381019804167,4.542442093371598,1.894076292329019,0.2338191247652291,False,False,3.9968068748997845,-1.1487065017744675,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0.6049605375946878,-0.5305986490832921,-0.49715690120713385,0.868808271628354,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False
0,1.10878983025365,0.48400949940768595,-0.49715690120713385,0.9354725400679115,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-1.8422103124631293,2.513225796389642,1.894076292329019,-0.13067615591148912,False,False,2.677995178804906,-1.1487065017744675,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,-0.13411392192713475,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,-0.4026980477232369,0.48400949940768595,0.6984596955609427,-0.3734338496346116,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
0,-0.76257611390821,-0.5305986490832921,-0.49715690120713385,-0.5094001813080979,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.9065273403821993,3.52783394488062,1.894076292329019,-0.5138757996755652,False,False,3.337401026852345,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
0,-0.25874682124924764,1.498617647898664,-0.49715690120713385,-0.4997276275966662,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.17310685817272006,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.9785029536191938,4.542442093371598,1.894076292329019,0.2338191247652291,False,False,3.9968068748997845,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
0,-0.6186248874342207,-0.5305986490832921,-0.49715690120713385,0.7441125177126345,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.25874682124924764,0.48400949940768595,-0.49715690120713385,-0.3886198740653321,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0.17310685817272006,-0.5305986490832921,-0.49715690120713385,0.41790458867668456,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.3307224344862423,-0.5305986490832921,-0.49715690120713385,-0.5191513892643072,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1,-2.0703730064244024,-0.5305986490832921,1.894076292329019,-0.10957379755652119,False,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,-0.42658877193456163,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.4932530403741193,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.48366105930367936,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5165135944699362,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
0,-0.11479559477525843,-0.5305986490832921,-0.49715690120713385,0.23765591719340512,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.9065273403821993,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1,0.24508247140971468,2.513225796389642,-0.49715690120713385,-0.36184289970909195,False,False,1.3591834827100278,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.9785029536191938,0.48400949940768595,3.089692889097096,-0.006460001049291706,True,False,2.018589330757467,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,-0.4746736609602315,2.513225796389642,1.894076292329019,4.379473343409376,False,False,2.677995178804906,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.6906005006712154,-0.5305986490832921,-0.49715690120713385,-0.5152340241951395,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1.1807654434906447,0.48400949940768595,-0.49715690120713385,0.5076701843262897,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,-0.25874682124924764,0.48400949940768595,1.894076292329019,-0.2711986785934344,True,False,1.3591834827100278,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,2.1164484155715746,-0.5305986490832921,-0.49715690120713385,-0.5268249741206591,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,2.9801557744155103,-0.5305986490832921,-0.49715690120713385,-0.001103838819557979,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,-0.4746736609602315,-0.5305986490832921,0.6984596955609427,0.5495545288684729,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1,0.3170580846467093,-0.5305986490832921,0.6984596955609427,-0.2246775704018006,False,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0.3170580846467093,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.11479559477525843,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.6186248874342207,-0.5305986490832921,0.6984596955609427,0.8167717743212172,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.24508247140971468,-0.5305986490832921,-0.49715690120713385,-0.4998868544824356,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.5329849243576932,1.498617647898664,-0.49715690120713385,-0.5138757996755652,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-0.11479559477525843,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.6186248874342207,-0.5305986490832921,-0.49715690120713385,-0.5191513892643072,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5167533939966972,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0.6049605375946878,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-0.4026980477232369,0.48400949940768595,-0.49715690120713385,-0.20261601393978876,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
0,1.2527410567276394,-0.5305986490832921,-0.49715690120713385,0.33165733168371664,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-1.0864663734746858,0.48400949940768595,-0.49715690120713385,-0.3886198740653321,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.6906005006712154,0.48400949940768595,-0.49715690120713385,-0.4774262716078934,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.9065273403821993,-0.5305986490832921,-0.49715690120713385,-0.3885412198205545,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,-0.6186248874342207,-0.5305986490832921,-0.49715690120713385,-0.5138757996755652,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,2.944167967797013,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,-0.04281998153826381,0.48400949940768595,-0.49715690120713385,-0.2630454946835604,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,-0.5305986490832921,0.6984596955609427,4.082520956638269,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,-1.9861615389371186,3.52783394488062,1.894076292329019,-0.06593028368601944,False,False,3.337401026852345,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,-0.6186248874342207,1.498617647898664,-0.49715690120713385,0.7441125177126345,True,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.20909466479121736,0.48400949940768595,-0.49715690120713385,-0.08903161089606702,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0.20909466479121736,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
0,1.7565703493866016,-0.5305986490832921,0.6984596955609427,0.8167717743212172,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,-1.2664054065671724,0.48400949940768595,-0.49715690120713385,-0.4502483524429088,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5289025972205165,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-0.4026980477232369,0.48400949940768595,0.6984596955609427,-0.23698791890760326,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
